CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
"41","경기","41170","안양시","충훈태권도장","0314745233","13974","경기도 안양시 만안구 충훈로 93","2층(석수동)","22","태권도","126.8982209","37.4075343","장애인강좌",,
"41","경기","41190","부천시","취미는운동","0326678889","14613","경기도 부천시 부일로 341","대림정문상가동 2층 취미는운동(중동)","78","요가","126.7682388","37.4883710","장애인강좌",,
"41","경기","41110","수원시","친절한 현쌤점핑 다이어트","0312963766","16307","경기도 수원시 장안구 송정로 83","상가동 1층 116호 친절한 현쌤점핑 다이어트(송죽동, 수원로얄팰리스)","03","기타종목","127.0069945","37.2964028","장애인강좌",,
"41","경기","41280","고양시","칠층당구장","0319694939","10564","경기도 고양시 덕양구 삼송로 8","한일골드타워 7층(원흥동) 704호","112","당구","126.8749647","37.6497902","장애인강좌",,
"41","경기","41450","하남시","코치짐 미사점","027943041","12913","경기도 하남시 미사강변동로 127","809호 (망월동)","25","헬스","127.1911690","37.5658363","장애인강좌",,
"41","경기","41310","구리시","캐롬박스","0315273949","11901","경기도 구리시 갈매중앙로 89-5","리첸타워 5층 캐롬박스(갈매동)","03","기타종목","127.1171470","37.6324487","장애인강좌",,
"41","경기","41630","양주시","커브스 고읍클럽","0318471330","11492","경기도 양주시 고읍로 96","303호(광사동)","25","헬스","127.0813772","37.7954334","장애인강좌",,
"41","경기","41590","화성시","커브스 남동탄클럽","0313731930","18501","경기도 화성시 동탄대로 182","레이크파로스 303호 커브스 남동탄클럽(산척동)","14","에어로빅","127.1072649","37.1707362","장애인강좌",,
"41","경기","41170","안양시","커브스 인덕원클럽","0314268802","14062","경기도 안양시 동안구 흥안대로456번길 46","301호 (커브스 인덕원 클럽)(평촌동)","25","헬스","126.9783090","37.3937015","장애인강좌",,
"41","경기","41170","안양시","커브스 호계클럽","0313473005","14128","경기도 안양시 동안구 포도원로 4","201호(호계동)","14","에어로빅","126.9625442","37.3619586","장애인강좌",,
"41","경기","41150","의정부시","커브스금오클럽","0318443330","11775","경기도 의정부시 장곡로628번길 26","301호(신곡동)","25","헬스","127.0726191","37.7495243","장애인강좌",,
"41","경기","41450","하남시","커브스미사강변클럽","0317927330","12913","경기도 하남시 미사강변중앙로 220","10층 1005호 커브스미사강변클럽(망월동)","25","헬스","127.1892311","37.5662872","장애인강좌",,
"41","경기","41360","남양주시","커브스별내클럽","0315753082","12112","경기도 남양주시 별내중앙로 59","예스프라자 4층 402호 커브스별내클럽(별내동)","14","에어로빅","127.1231792","37.6476381","장애인강좌",,
"41","경기","41460","용인시","커브스보정클럽","0318981800","16898","경기도 용인시 기흥구 죽전로 50","센타프라자 2층 커브스보정클럽(보정동)","25","헬스","127.1142797","37.3202944","장애인강좌",,
"41","경기","41110","수원시","커브스신영통클럽(여성전용휘트니스)","0312732930","16688","경기도 수원시 영통구 태장로 77","신영통e타운 6층(망포동)","25","헬스","127.0548379","37.2393222","장애인강좌",,
"41","경기","41190","부천시","커브스신중동클럽","023271330","14548","경기도 부천시 중동로254번길 104","6층603호(중동)","03","기타종목","126.7746253","37.5015393","장애인강좌",,
"41","경기","41480","파주시","커브스운정클럽","0319421363","10905","경기도 파주시 미래로 371","(동패동)씨티타워 8층804호커브스","25","헬스","126.7458695","37.7110565","장애인강좌",,
"41","경기","41360","남양주시","커브스호평클럽","0315933055","12150","경기도 남양주시 늘을2로14번길 5","501호 커브스호평클럽(호평동)","14","에어로빅","127.2445856","37.6541220","장애인강좌",,
"41","경기","41310","구리시","케어핏필라테스","0315272527","11901","경기도 구리시 갈매중앙로 89-10","송원빌딩 402호(갈매동)","79","필라테스","127.1170020","37.6330436","장애인강좌",,
"41","경기","41270","안산시","케이댄스아카데미","0314056655","15551","경기도 안산시 상록구 본오로 87-1","3층 케이댄스아카데미(본오동)","07","댄스(줌바 등)","126.8662405","37.2929218","장애인강좌",,
"41","경기","41590","화성시","케이앤스포츠아카데미","0280151517","18435","경기도 화성시 동탄지성로 109","601호(반송동)","06","롤러인라인","127.0629413","37.2083121","장애인강좌",,
"41","경기","41450","하남시","케이에스에이유소년스포츠아카데미","024883887","12996","경기도 하남시 감일순환로 55","삼오베스트프라자 501(감일동)","26","종합체육시설","127.1635224","37.5095580","장애인강좌",,
"41","경기","41480","파주시","케이엠디축구클럽","0319396535","10874","경기도 파주시 청석로 272","8층806호(동패동)","20","축구(풋살)","126.7177020","37.7261179","장애인강좌",,
"41","경기","41130","성남시","케이엠필라테스&자이로토닉",,"13596","경기도 성남시 분당구 성남대로 449","A동 1층 106호(정자동, 로얄팰리스)","79","필라테스","127.1109759","37.3754645","장애인강좌",,
"41","경기","41360","남양주시","코끼리아동청소년발달센터",,"12069","경기도 남양주시 진접읍 해밀예당3로 52","701호(으뜸빌딩)","03","기타종목","127.1985668","37.7144909","장애인강좌",,
"41","경기","41360","남양주시","코끼리아동청소년발달센터 스페셜",,"12017","경기도 남양주시 진접읍 팔야로 265","코끼리아동청소년발달센터 스페셜","03","기타종목","127.2357469","37.7554617","장애인강좌",,
"41","경기","41290","과천시","코리아태권도장","025031383","13833","경기도 과천시 별양로 112","지하1층 (킨더타운,금빛유치원)(별양동)","22","태권도","126.9970498","37.4280857","장애인강좌",,
"41","경기","41410","군포시","코리아특전체육관 산본지점",,"15801","경기도 군포시 곡란로 24","지하1층 ,2층 (산본동)","22","태권도","126.9352510","37.3741762","장애인강좌",,
"41","경기","41460","용인시","코샤 필라테스 앤 요가",,"16930","경기도 용인시 수지구 만현로 120","205., 206호(상현동)","79","필라테스","127.0847161","37.3060547","장애인강좌",,
"41","경기","41480","파주시","코오롱글로벌(주) 스포렉스 교하점","0319435596","10876","경기도 파주시 청석로 370","교하청석스포츠센터","12","수영","126.7199742","37.7348103","장애인강좌",,
"41","경기","41480","파주시","코오롱글로벌(주)스포렉스 동패점","0319488033","10901","경기도 파주시 와석순환로172번길 30","운정다목적체육관(동패동)","12","수영","126.7429088","37.7149676","장애인강좌",,
"41","경기","41480","파주시","코오롱글로벌(주)스포렉스 운정점","03180718200","10896","경기도 파주시 가람로150번길 41-34","운정스포츠센터","12","수영","126.7689749","37.7374039","장애인강좌",,
"41","경기","41480","파주시","코오롱글로벌(주)스포렉스 운정행복점","0319578908","10894","경기도 파주시 와석순환로 415","운정행복센터 지하1층 수영장(와동동)","12","수영","126.7515251","37.7240758","장애인강좌",,
"41","경기","41500","이천시","코오롱글로벌(주)스포렉스 이천점","0316350068","17392","경기도 이천시 호법면 중부대로798번길 125","코오롱글로벌(주)스포렉스 이천점","12","수영","127.4115019","37.2363420","장애인강좌",,
"41","경기","41480","파주시","코오롱글로벌(주)스포렉스파주점","029429933","10857","경기도 파주시 탄현면 방촌로 1213-52","파주시스포츠센터","12","수영","126.7439698","37.8421351","장애인강좌",,
"41","경기","41500","이천시","코융합심리치유연구소",,"17394","경기도 이천시 호법면 이섭대천로527번길 151","별관","71","승마","127.4190101","37.2265017","장애인강좌",,
"41","경기","41280","고양시","코지휘트니스","0319637474","10564","경기도 고양시 덕양구 삼송로 8","8층(원흥동)","25","헬스","126.8749647","37.6497902","장애인강좌",,
"41","경기","41220","평택시","퀸즈바디안중점",,"17943","경기도 평택시 안중읍 안현로서9길 14-11","3층 퀸즈바디","79","필라테스","126.9233905","36.9784703","장애인강좌",,
"41","경기","41630","양주시","큐당구장",,"11492","경기도 양주시 고읍남로 5-20","솔리더스빌딩 6층 큐당구장(광사동)","112","당구","127.0803739","37.7944551","장애인강좌",,
"41","경기","41570","김포시","크는아이 발달지원센터(김포점)","029982760","10071","경기도 김포시 김포한강9로 73","센트럴프라자 903호 크는아이 발달지원센터(구래동)","03","기타종목","126.6255098","37.6433496","장애인강좌",,
"41","경기","41270","안산시","클라우스멀티짐","0314853367","15269","경기도 안산시 단원구 삼일로 407","3층(와동)","03","기타종목","126.8229721","37.3332044","장애인강좌",,
"41","경기","41270","안산시","클라우스멀티짐 선부점","0314013678","15240","경기도 안산시 단원구 선부광장1로 32","303호304호 클라우스멀티짐(선부동)","76","복싱","126.8087958","37.3364126","장애인강좌",,
"41","경기","41390","시흥시","클래식&락볼링센타","024100925","14988","경기도 시흥시 목감남서로 9-15","태강플라자3,4층(조남동)","10","볼링","126.8524148","37.3777100","장애인강좌",,
"41","경기","41460","용인시","클럽버디 스킨 스쿠버다이빙","0238943550","17024","경기도 용인시 처인구 포곡읍 성산로 523","딥스테이션","12","수영","127.1997088","37.2806122","장애인강좌",,
"41","경기","41390","시흥시","클린바디짐",,"14998","경기도 시흥시 새재로 13","2층 클린바디짐(장현동)","25","헬스","126.8019031","37.3808450","장애인강좌",,
"41","경기","41590","화성시","키드짐아동청소년발달연구소","03180036212","18455","경기도 화성시 동탄문화센터로 71-11","2층 키드짐아동청소년발달연구소(반송동)","03","기타종목","127.0728186","37.2000472","장애인강좌",,
"41","경기","41390","시흥시","키블 아동발달센터(은계점)","03180427552","14922","경기도 시흥시 은계번영길 7","4층, 403호(은행동)","03","기타종목","126.8016456","37.4371412","장애인강좌",,
"41","경기","41670","여주시","키즈중앙태권도장","0318867070","12637","경기도 여주시 여양로 339","2층 키즈중앙태권도장(오학동)","22","태권도","127.6450536","37.3119745","장애인강좌",,
"41","경기","41360","남양주시","키즈태권도현대체육관","0315117600","12226","경기도 남양주시 의안로 121-20","5층501호(키즈태권도현대체육관)(평내동)","22","태권도","127.2370808","37.6428401","장애인강좌",,
"41","경기","41550","안성시","킴스요가앤필라테스","0316773383","17592","경기도 안성시 안성맞춤대로 1042-1","2층 킴스요가앤필라테스(서인동)","78","요가","127.2693846","37.0064444","장애인강좌",,
"41","경기","41410","군포시","킹콩 점핑 줄넘기","023475574","15810","경기도 군포시 금산로 74","2층 킹콩 점핑 줄넘기(산본동)","27","줄넘기","126.9381452","37.3687842","장애인강좌",,
"41","경기","41460","용인시","킹콩GYM","0312831117","17074","경기도 용인시 기흥구 민속촌로 49","2층(보라동)","25","헬스","127.1102563","37.2555900","장애인강좌",,
"41","경기","41110","수원시","킹핀볼","0312690936","16334","경기도 수원시 장안구 대평로90번길 19","4층(정자동)","10","볼링","126.9937771","37.2971330","장애인강좌",,
"41","경기","41630","양주시","타겟28","07077559542","11501","경기도 양주시 양주산성로 98-7","A동(남방동)","03","기타종목","127.0350279","37.7700611","장애인강좌",,
"41","경기","41190","부천시","타이거볼더클라이밍짐","0323285015","14582","경기도 부천시 원미구 부흥로307번길 52","3층(중동)","111","클라이밍(암벽등반)","126.7765076","37.4968158","장애인강좌",,
"41","경기","41170","안양시","타투복싱","0314418222","14022","경기도 안양시 만안구 장내로 46","경원빌딩 지하 타투복싱(안양동)","76","복싱","126.9139316","37.3935705","장애인강좌",,
"41","경기","41280","고양시","탄현스포츠","0319122993","10347","경기도 고양시 일산서구 산현로92번길 60","지층 탄현탁구클럽(일산동)","21","탁구","126.7708272","37.6894041","장애인강좌",,
"41","경기","41460","용인시","탈로스 역도 전문 체육관",,"16889","경기도 용인시 수지구 죽전로 150","지하 1층(죽전동)","03","기타종목","127.1243163","37.3239461","장애인강좌",,
"41","경기","41130","성남시","탑경원대태권도","0317099467","13519","경기도 성남시 분당구 판교로 519","상가208호(야탑동, 탑마을경남아너스빌)","22","태권도","127.1306324","37.4071591","장애인강좌",,
"41","경기","41280","고양시","탑당구클럽","0319698892","10551","경기도 고양시 덕양구 도래울로 105","4층 403호(도내동)","112","당구","126.8714485","37.6350427","장애인강좌",,
"41","경기","41390","시흥시","탑클래스유도",,"14985","경기도 시흥시 목감우회로 39","5층 505호(목감동)","17","유도","126.8603365","37.3818829","장애인강좌",,
"41","경기","41610","광주시","태권나르샤","0317628885","12761","경기도 광주시 중앙로123번길 11","2층(경안동)","22","태권도","127.2568815","37.4101765","장애인강좌",,
"41","경기","41590","화성시","리치파워점프","0313771984","18501","경기도 화성시 동탄순환대로 263","풍산리치안타워 507호 파워점프(산척동)","03","기타종목","127.1185789","37.1711527","장애인강좌",,
"41","경기","41280","고양시","태극타이거합기도","023817171","10598","경기도 고양시 덕양구 동세로 9","동산프라자5층(동산동)","75","합기도","126.8868445","37.6437447","장애인강좌",,
"41","경기","41270","안산시","태룡관합기도 무극도장","0315022356","15580","경기도 안산시 상록구 석호로 105","2층 태룡관합기도(사동)","75","합기도","126.8473971","37.3018821","장애인강좌",,
"41","경기","41270","안산시","태룡관합기도 서해도장","0314154416","15562","경기도 안산시 상록구 샘골로 54","2층 태룡관합기도(본오동)","75","합기도","126.8640597","37.2888188","장애인강좌",,
"41","경기","41430","의왕시","태비월드컵태권도","024250070","16009","경기도 의왕시 안양판교로 211","504호","22","태권도","126.9946414","37.3898251","장애인강좌",,
"41","경기","41610","광주시","태전 한울 태권도장","0317986553","12779","경기도 광주시 회안대로 350-7","2층 태전 한울 태권도장(태전동)","22","태권도","127.2357430","37.3844384","장애인강좌",,
"41","경기","41610","광주시","태전도장","0317684999","12768","경기도 광주시 고불로46번길 6","유경빌딩2층(중대동)","03","기타종목","127.2325130","37.3936563","장애인강좌",,
"41","경기","41130","성남시","태풍태권도아카데미","027472402","13251","경기도 성남시 중원구 광명로 262","2층 태풍태권도아카데미(중앙동)","22","태권도","127.1557080","37.4428836","장애인강좌",,
"41","경기","41500","이천시","태호태권도","0316347770","17361","경기도 이천시 영창로 314","4층 태호태권도(갈산동)","22","태권도","127.4574947","37.2809442","장애인강좌",,
"41","경기","41370","오산시","테마스쿠버","0313758029","18110","경기도 오산시 청학로 286","테마(수청동)","03","기타종목","127.0601291","37.1739566","장애인강좌",,
"41","경기","41130","성남시","토끼와거북크리닉","0288138275","13496","경기도 성남시 분당구 장미로 42","213호 토끼와거북크리닉(야탑동)","03","기타종목","127.1254995","37.4135005","장애인강좌",,
"41","경기","41310","구리시","토평경희대태권도장","0315637188","11947","경기도 구리시 벌말로129번길 17","청운빌딩A동 토평경희대태권도장(토평동)","22","태권도","127.1473764","37.5878077","장애인강좌",,
"41","경기","41570","김포시","통진탁구장","0319810409","10016","경기도 김포시 통진읍 조강로56번길 112","통진탁구장","21","탁구","126.6038437","37.6943372","장애인강좌",,
"41","경기","41190","부천시","투나볼링","023213112","14623","경기도 부천시 원미구 부일로 223","11층(상동, 투나빌딩)(상동)","10","볼링","126.7552865","37.4888771","장애인강좌",,
"41","경기","41270","안산시","트리플밸리승마장",,"15200","경기도 안산시 상록구 원당골2길 56-11","(수암동)","71","승마","126.8787265","37.3671427","장애인강좌",,
"41","경기","41130","성남시","특공무술 국제무예원","0317478808","13397","경기도 성남시 중원구 희망로 356","지하1층(상대원동)","03","기타종목","127.1584123","37.4374903","장애인강좌",,
"41","경기","41130","성남시","특공무술&파워점핑줄넘기",,"13397","경기도 성남시 중원구 희망로 356","지하1층 특공(상대원동)","03","기타종목","127.1584123","37.4374903","장애인강좌",,
"41","경기","41130","성남시","특공무술드림체육관","0317219338","13300","경기도 성남시 수정구 남문로 65","2층 특공무술드림체육관(태평동)","03","기타종목","127.1340725","37.4461705","장애인강좌",,
"41","경기","41130","성남시","특공무술성남중앙도장","0237417925","13182","경기도 성남시 중원구 광명로324번길 3","3층특공무술체육관(금광동)","03","기타종목","127.1621377","37.4450597","장애인강좌",,
"41","경기","41190","부천시","튼튼아이태권도","022139909","14645","경기도 부천시 원미구 원미로 100","상가2층(원미동, 풍림아파트)","22","태권도","126.7918304","37.4917418","장애인강좌",,
"41","경기","41460","용인시","튼튼통합발달센터","0312653335","16938","경기도 용인시 수지구 상현로 7","5층, (상현동)","03","기타종목","127.0751409","37.3029572","장애인강좌",,
"41","경기","41460","용인시","틔움통합발달센터","0312813837","16971","경기도 용인시 기흥구 신구로64번길 12","보성프라자 5층(구갈동)","03","기타종목","127.1109161","37.2775380","장애인강좌",,
"41","경기","41190","부천시","티율태권도장","023515686","14771","경기도 부천시 소사로102번길 59","3층 티율태권도장","22","태권도","126.8008509","37.4690708","장애인강좌",,
"41","경기","41390","시흥시","팀디짐","0313111357","14948","경기도 시흥시 삼미시장2길 24","3층 팀디짐 헬스장(신천동)","25","헬스","126.7826270","37.4406034","장애인강좌",,
"41","경기","41210","광명시","팀리스펙트",,"14314","경기도 광명시 금하로527번길 17","3층 팀리스펙트(소하동)","22","태권도","126.8894565","37.4524187","장애인강좌",,
"41","경기","41130","성남시","팀제이맥스성남시의료원점(TEAM J-MAX)",,"13291","경기도 성남시 수정구 수정로171번길 11-1","4층 5층 팀제이맥스(태평동)","25","헬스","127.1383221","37.4439773","장애인강좌",,
"41","경기","41430","의왕시","파이널유도 멀티짐",,"16053","경기도 의왕시 원골로 8","지하 1층 파이널유도 멀티짐(오전동)","17","유도","126.9674662","37.3582831","장애인강좌",,
"41","경기","41210","광명시","파이널유도멀티짐","07047971979","14253","경기도 광명시 도덕공원로 23","2층 유도장(철산동)","17","유도","126.8654677","37.4713280","장애인강좌",,
"41","경기","41570","김포시","파이트클럽복싱","0319867197","10083","경기도 김포시 김포한강4로 119","(장기동, 승문프라자 1104, 5호)(장기동)","76","복싱","126.6677031","37.6443282","장애인강좌",,
"41","경기","41650","포천시","파이트포왓포천주짓수",,"11143","경기도 포천시 왕방로252번길 18","2층 파이트포왓포천(신읍동)(신읍동)","110","주짓수","127.2035250","37.9014565","장애인강좌",,
"41","경기","41480","파주시","파주 승리태권도장","0319450715","10885","경기도 파주시 책향기로 247","미상빌딩 3층(동패동)","22","태권도","126.7148037","37.7202360","장애인강좌",,
"41","경기","41480","파주시","파주문화체육센터 코오롱스포렉스 주내점","029542253","10835","경기도 파주시 파주읍 술이홀로 305","파주문화체육센터 코오롱스포렉스 주내점","12","수영","126.8206704","37.8309990","장애인강좌",,
"41","경기","41480","파주시","파주시장애인태권도협회","03180708125","10923","경기도 파주시 문화로 39","금촌동4층(금촌동)","22","태권도","126.7770964","37.7581107","장애인강좌",,
"41","경기","41130","성남시","판교피트니스센터",,"13488","경기도 성남시 분당구 판교로289번길 20","3층 피트니스(삼평동)","25","헬스","127.1058140","37.4046195","장애인강좌",,
"41","경기","41220","평택시","패밀리 휘트니스 헬스","0316544671","17908","경기도 평택시 통미로9번길 9-6","2층 헬스장(합정동)","25","헬스","127.0940320","36.9931384","장애인강좌",,
"41","경기","41220","평택시","팽성태권도장","0316917085","17988","경기도 평택시 팽성읍 동서촌로 57","상가2층","22","태권도","127.0584626","36.9646962","장애인강좌",,
"41","경기","41110","수원시","퍼스트위너MTA능실태권도장",,"16630","경기도 수원시 권선구 호매실로104번길 24-61","8층 802호 퍼스트위너MTA능실태권도장","22","태권도","126.9626498","37.2588546","장애인강좌",,
"41","경기","41650","포천시","퍼스트휘트니스",,"11148","경기도 포천시 호병로 73","5층(신읍동)","25","헬스","127.1956454","37.8953527","장애인강좌",,
"41","경기","41480","파주시","펀치레이디&필라테스","0319428287","10905","경기도 파주시 미래로 377","운정스퀘어503,504호(동패동)","79","필라테스","126.7458928","37.7117382","장애인강좌",,
"41","경기","41460","용인시","페이버 FC","022879111","16984","경기도 용인시 기흥구 언동로71번길 45","3층(청덕동)","20","축구(풋살)","127.1426094","37.2881339","장애인강좌",,
"41","경기","41220","평택시","평택 용인대새빛 태권도장",,"18025","경기도 평택시 신촌5로 41","맘스스퀘어상가D동 504호(칠원동)","22","태권도","127.1048575","37.0260364","장애인강좌",,
"41","경기","41220","평택시","평택검도관","0316567963","17888","경기도 평택시 평택4로 89","평택검도관(비전동, 한미아파트)","01","검도","127.1017391","36.9959811","장애인강좌",,
"41","경기","41220","평택시","평택시립실내수영장","03180243360","17903","경기도 평택시 평남로 616","평택시립실내수영장(합정동)","12","수영","127.1064892","36.9875860","장애인강좌",,
"41","경기","41220","평택시","평택용인대석사태권도장","0316561644","17884","경기도 평택시 평택5로 134","단지상가2층 용인대석사태권도장(비전동, 태산신그린아파트)","22","태권도","127.1085409","36.9976368","장애인강좌",,
"41","경기","41220","평택시","평택유나이티드안중점",,"17944","경기도 평택시 안중읍 안현로서8길 57","214호","20","축구(풋살)","126.9194080","36.9790700","장애인강좌",,
"41","경기","41210","광명시","평화탁구클럽","028059490","14305","경기도 광명시 하안로287번길 11","지층 101(하안동)","21","탁구","126.8795936","37.4607886","장애인강좌",,
"41","경기","41210","광명시","포그로스 PT&필라테스 광명 하안점",,"14307","경기도 광명시 하안로 258","경향빌딩 3층 포그로스(하안동)","79","필라테스","126.8828327","37.4594277","장애인강좌",,
"41","경기","41460","용인시","포시즌필라테스 수지점(주식회사 에이치에스퍼스)","0312725222","16832","경기도 용인시 수지구 수지로342번길 13","2층 201호(풍덕천동)","79","필라테스","127.0959907","37.3272361","장애인강좌",,
"41","경기","41480","파주시","포올태권도장","0319459663","10902","경기도 파주시 한울로 67","아름터프라자 4층 402호(동패동)","22","태권도","126.7391513","37.7108456","장애인강좌",,
"41","경기","41650","포천시","포천검도관","0315360953","11142","경기도 포천시 왕방로 261","3층(신읍동)","01","검도","127.2026208","37.9033324","장애인강좌",,
"41","경기","41650","포천시","포천도시공사 소흘국민체육센터","0315406430","11151","경기도 포천시 군내면 청성로 112","포천도시공사","21","탁구","127.2111233","37.8962212","장애인강좌",,
"41","경기","41650","포천시","포천에이스볼링장센타","0315366066","11140","경기도 포천시 신북면 중앙로 203","2층","10","볼링","127.2080582","37.9033574","장애인강좌",,
"41","경기","41650","포천시","포천유나이티드","025363555","11149","경기도 포천시 중앙로 24","3층, 포천유나이티드(신읍동)","20","축구(풋살)","127.1970306","37.8897660","장애인강좌",,
"41","경기","41650","포천시","포천합기도","0315350774","11148","경기도 포천시 호병로1길 6","2층(보성빌딩)(신읍동)","75","합기도","127.1947394","37.8956879","장애인강좌",,
"41","경기","41650","포천시","포천홍익태권도체육관","0315425822","11182","경기도 포천시 소흘읍 검바위길 84","상가2층1호(포천상운아파트)","22","태권도","127.1481304","37.8198215","장애인강좌",,
"41","경기","41220","평택시","푸르미르태권도장안중점",,"17938","경기도 평택시 안중읍 현화중앙길 53","상가2층 203호 푸르미르태권도장(성원아파트)","22","태권도","126.9203375","36.9834419","장애인강좌",,
"41","경기","41390","시흥시","품태권도장","0314310077","15011","경기도 시흥시 배곧1로 27-16","상가4동 211,212호(배곧동, 한라비발디캠퍼스2차)","22","태권도","126.7151139","37.3627494","장애인강좌",,
"41","경기","41280","고양시","프라임핏(식사점)","0319622306","10324","경기도 고양시 일산동구 위시티1로 6-39","더파인테라스 3층 프라임핏(식사동)","25","헬스","126.8077378","37.6741918","장애인강좌",,
"41","경기","41630","양주시","프레임주짓수",,"11510","경기도 양주시 백석읍 양주산성로574번길 17","세영빌딩3층 301호","110","주짓수","126.9896927","37.7879141","장애인강좌",,
"41","경기","41480","파주시","프로보노 사회서비스 지원센터","07042589820","10922","경기도 파주시 가나무로 143","메트로 프라자 307호(금릉동)","03","기타종목","126.7813216","37.7545487","장애인강좌",,
"41","경기","41170","안양시","프로팀스타복싱",,"13945","경기도 안양시 동안구 관악대로 324","2층 프로팀스타복싱(관양동)","76","복싱","126.9590545","37.4030918","장애인강좌",,
"41","경기","41480","파주시","플라잉 스토리",,"10900","경기도 파주시 심학산로 415","5층(목동동)","78","요가","126.7378100","37.7184805","장애인강좌",,
"41","경기","41460","용인시","플라잉요가테스","023229892","17047","경기도 용인시 처인구 중부대로 1327","4층 플라잉요가테스(역북동)","78","요가","127.1923853","37.2357503","장애인강좌",,
"41","경기","41310","구리시","플러그 구리센터","0315233033","11921","경기도 구리시 건원대로 44","503호(인창동)","03","기타종목","127.1404879","37.6050767","장애인강좌",,
"41","경기","41450","하남시","플레이어스 스포츠클럽","024747260","13004","경기도 하남시 감일백제로83번길 20","202호(감이동)","03","기타종목","127.1615447","37.5041494","장애인강좌",,
"41","경기","41590","화성시","플레이테니스아카데미",,"18505","경기도 화성시 동탄순환대로 127-9","8층 802호 플레이테니스아카데미(산척동)","23","테니스","127.1072808","37.1665533","장애인강좌",,
"41","경기","41500","이천시","파라댄스학원","0316373276","17373","경기도 이천시 이섭대천로 1184","홍종빌딩 4층(중리동)","07","댄스(줌바 등)","127.4472565","37.2759194","장애인강좌",,
"41","경기","41630","양주시","파라에스트라 양주",,"11486","경기도 양주시 삼숭로38번길 19","자이안상가 201호 파라에스트라양주(주짓수)(삼숭동)","03","기타종목","127.1022960","37.7974560","장애인강좌",,
"41","경기","41190","부천시","피노키오복싱","0326571282","14635","경기도 부천시 부일로449번길 7","3층 피노키오복싱(심곡동)","76","복싱","126.7800075","37.4866030","장애인강좌",,
"41","경기","41110","수원시","한국아동청소년발달센터","0312247456","16570","수원시 권선구 경수대로 401","KT남수원 2층","03","기타종목","127.0242271","37.2626085","장애인강좌",,
"41","경기","41670","여주시","허지철탁구교실",,"12631","경기도 여주시 세종로79번길 8","(홍문동), 허지철의 탁구교실","21","탁구","127.6359725","37.2903126","장애인강좌",,
"41","경기","41210","광명시","포그로스 pt&필라테스",,"14307","경기도 광명시 하안로 258","301호 포그로스 pt 필라테스(하안동)","79","필라테스","126.8828327","37.4594277","장애인강좌",,
"41","경기","41450","하남시","호림합기도","0317924492","12909","경기도 하남시 미사강변대로226번길 26","미사원프라자502호(망월동)","75","합기도","127.1851899","37.5698049","장애인강좌",,
"41","경기","41130","성남시","피트니스 BM",,"13587","경기도 성남시 분당구 분당로263번길 35","4층 피트니스 BM(서현동)","25","헬스","127.1398067","37.3717266","장애인강좌",,
"41","경기","41570","김포시","피티온(PT on)",,"10071","경기도 김포시 김포한강9로 73","3층 2호(구래동)","25","헬스","126.6255098","37.6433496","장애인강좌",,
"41","경기","41590","화성시","필라랜드",,"18417","경기도 화성시 병점1로 66-12","하이코아 4층 404호 필라랜드(병점동)","79","필라테스","127.0415549","37.2021399","장애인강좌",,
"41","경기","41280","고양시","필라테스 무빈",,"10546","경기도 고양시 덕양구 꽃마을로 68","5층 502호(향동동)","79","필라테스","126.8937996","37.6009472","장애인강좌",,
"41","경기","41310","구리시","필라테스 미학 평생교육원","0315539192","11941","경기도 구리시 이문안로 71","대호빌딩 2층 나동 201호 필라테스 미학(수택동)","79","필라테스","127.1396500","37.5924337","장애인강좌",,
"41","경기","41480","파주시","필라테스 쌍떼","0319415171","10907","경기도 파주시 와석순환로 78","한강프라자 402호(야당동)","79","필라테스","126.7508054","37.7110375","장애인강좌",,
"41","경기","41500","이천시","필라테스 율 증포점","07088060513","17347","경기도 이천시 이섭대천로 1437","우리타워 3층 필라테스 율(증포동)","79","필라테스","127.4568689","37.2960106","장애인강좌",,
"41","경기","41220","평택시","필라테스N","07086911766","18004","경기도 평택시 고덕갈평9길 53","필라테스N(고덕동)","79","필라테스","127.0514545","37.0641208","장애인강좌",,
"41","경기","41280","고양시","필라테스쌍떼 The글로리점","0319195488","10343","경기도 고양시 일산서구 산현로 7","풍성프라자 3층 필라테스 쌍떼(탄현동)","79","필라테스","126.7625131","37.6894476","장애인강좌",,
"41","경기","41130","성남시","필라테스인라이프","0317118838","13506","경기도 성남시 분당구 장미로 86","이코노샤르망801,802필라테스인라이프(야탑동)","79","필라테스","127.1302376","37.4135155","장애인강좌",,
"41","경기","41220","평택시","필라테스칼리지",,"17735","경기도 평택시 경기대로 1286","명성빌딩 2층 필라테스 칼리지(이충동)","79","필라테스","127.0649855","37.0598830","장애인강좌",,
"41","경기","41590","화성시","필라테스피어나",,"18503","경기도 화성시 동탄순환대로12길 85","카림상(산척동, 그린힐 반도유보라 아이비파크 10)","79","필라테스","127.1291677","37.1673054","장애인강좌",,
